transaction_date,stock_date,product_id,customer_id,store_id,quantity
1/1/1998,12/27/1997,1174,5981,10,3
1/1/1998,12/29/1997,1176,2862,10,2
1/1/1998,12/30/1997,1181,5053,10,4
1/1/1998,12/30/1997,1188,6812,10,2
1/1/1998,12/31/1997,1189,5223,10,3
1/1/1998,12/26/1997,1205,9634,10,2
1/1/1998,12/31/1997,1210,2862,10,4
1/1/1998,12/26/1997,1215,1641,10,3
1/1/1998,12/30/1997,1225,9037,10,2
1/1/1998,12/29/1997,1226,7158,10,4
1/1/1998,12/29/1997,1226,2862,10,4
1/1/1998,12/27/1997,1228,9634,10,4
1/1/1998,12/31/1997,1232,4284,10,4
1/1/1998,12/30/1997,1239,9316,10,2
1/1/1998,12/30/1997,1253,5318,10,3
1/1/1998,12/26/1997,1267,1550,10,2
1/1/1998,12/25/1997,1269,8534,10,2
1/1/1998,12/29/1997,1273,2481,10,3
1/1/1998,12/25/1997,1287,534,10,2
1/1/1998,12/25/1997,1297,2862,10,3
1/1/1998,12/28/1997,1326,2862,10,3
1/1/1998,12/30/1997,1338,3761,10,3
1/1/1998,12/30/1997,1339,2439,10,2
1/1/1998,12/30/1997,1339,2481,10,2
1/1/1998,12/30/1997,1341,8228,10,4
1/1/1998,12/29/1997,1348,5053,10,2
1/1/1998,12/28/1997,1357,5981,10,3
1/1/1998,12/31/1997,1358,5053,10,2
1/1/1998,12/29/1997,1372,5223,10,2
1/1/1998,12/29/1997,1372,3761,10,2
1/1/1998,12/31/1997,1376,9191,10,3
1/1/1998,12/31/1997,1379,9191,10,3
1/1/1998,12/29/1997,1386,4284,10,2
1/1/1998,12/30/1997,1392,8166,10,3
1/1/1998,12/25/1997,1406,9191,10,3
1/1/1998,12/27/1997,1409,1325,10,4
1/1/1998,12/31/1997,1416,9191,10,3
1/1/1998,12/27/1997,1427,9191,10,3
1/1/1998,12/30/1997,1432,4284,10,2
1/1/1998,12/31/1997,1434,1425,10,4
1/1/1998,12/31/1997,1434,5981,10,4
1/1/1998,12/31/1997,1447,7158,10,4
1/1/1998,12/30/1997,1456,7376,10,4
1/1/1998,12/27/1997,1464,3608,10,4
1/1/1998,12/26/1997,1470,9037,10,3
1/1/1998,12/31/1997,1479,2481,10,3
1/1/1998,12/31/1997,1509,5318,10,2
1/1/1998,12/30/1997,1512,9743,10,3
1/1/1998,12/31/1997,1513,9191,10,3
1/1/1998,12/25/1997,1528,9316,10,3
1/1/1998,12/27/1997,1534,4235,10,2
1/1/1998,12/25/1997,1543,8534,10,4
1/2/1998,1/1/1998,3,5124,4,3
1/2/1998,12/28/1997,5,5124,4,4
1/2/1998,12/28/1997,5,467,13,2
1/2/1998,12/28/1997,6,1125,4,3
1/2/1998,1/1/1998,8,3505,5,2
1/2/1998,12/29/1997,11,1295,4,2
1/2/1998,12/30/1997,14,2646,4,2
1/2/1998,12/27/1997,15,2175,4,4
1/2/1998,12/30/1997,17,7746,4,3
1/2/1998,1/1/1998,18,8367,13,5
1/2/1998,12/27/1997,27,5975,10,4
1/2/1998,12/27/1997,27,1125,4,2
1/2/1998,12/29/1997,29,5909,13,3
1/2/1998,1/1/1998,31,5318,10,4
1/2/1998,12/26/1997,35,6111,4,3
1/2/1998,12/29/1997,38,3186,4,5
1/2/1998,1/1/1998,39,8310,13,2
1/2/1998,12/26/1997,41,9149,4,4
1/2/1998,1/1/1998,42,4423,13,4
1/2/1998,1/1/1998,44,3025,4,4
1/2/1998,12/27/1997,45,767,4,2
1/2/1998,12/27/1997,47,2175,4,5
1/2/1998,12/27/1997,47,7269,13,2
1/2/1998,12/30/1997,50,6352,13,4
1/2/1998,12/26/1997,51,7746,4,3
1/2/1998,12/27/1997,53,8504,13,3
1/2/1998,12/31/1997,54,7446,13,4
1/2/1998,12/31/1997,58,7446,13,3
1/2/1998,12/27/1997,61,4410,13,5
1/2/1998,12/29/1997,64,5318,10,3
1/2/1998,1/1/1998,67,7746,4,3
1/2/1998,12/26/1997,69,1038,4,2
1/2/1998,12/30/1997,71,1295,4,3
1/2/1998,12/30/1997,73,1125,4,4
1/2/1998,1/1/1998,83,6111,4,3
1/2/1998,12/31/1997,86,8504,13,4
1/2/1998,12/31/1997,86,2015,4,3
1/2/1998,12/31/1997,86,9491,13,3
1/2/1998,12/27/1997,89,4932,4,3
1/2/1998,12/27/1997,91,9253,5,1
1/2/1998,12/28/1997,94,1295,4,2
1/2/1998,12/30/1997,98,1550,10,4
1/2/1998,12/26/1997,99,7182,13,3
1/2/1998,12/26/1997,99,2229,10,3
1/2/1998,1/1/1998,103,8504,13,3
1/2/1998,1/1/1998,103,2175,4,3
1/2/1998,1/1/1998,105,7614,10,3
1/2/1998,1/1/1998,107,5230,13,3
1/2/1998,12/28/1997,116,2446,4,3
1/2/1998,12/29/1997,121,497,4,3
1/2/1998,12/30/1997,122,8367,13,3
1/2/1998,12/30/1997,122,7182,13,2
1/2/1998,12/28/1997,124,2175,4,5
1/2/1998,12/28/1997,124,5230,13,2
1/2/1998,12/29/1997,130,7269,13,2
1/2/1998,12/27/1997,132,3762,10,4
1/2/1998,12/28/1997,136,8534,10,2
1/2/1998,12/28/1997,136,7182,13,2
1/2/1998,12/27/1997,139,3025,4,4
1/2/1998,12/31/1997,141,2856,13,4
1/2/1998,12/31/1997,142,1036,13,3
1/2/1998,12/31/1997,142,9863,13,2
1/2/1998,12/27/1997,144,3748,13,3
1/2/1998,12/28/1997,149,2063,10,4
1/2/1998,12/31/1997,150,2446,4,3
1/2/1998,12/31/1997,152,4807,4,3
1/2/1998,1/1/1998,155,4932,4,4
1/2/1998,12/26/1997,161,3186,4,3
1/2/1998,12/26/1997,162,9929,13,2
1/2/1998,12/27/1997,167,3186,4,4
1/2/1998,12/27/1997,167,7746,4,2
1/2/1998,12/26/1997,170,2175,4,3
1/2/1998,12/31/1997,175,2015,4,3
1/2/1998,1/1/1998,176,1036,13,2
1/2/1998,1/1/1998,177,2446,4,3
1/2/1998,12/30/1997,178,9929,13,3
1/2/1998,12/29/1997,186,3423,13,3
1/2/1998,12/29/1997,188,1183,10,4
1/2/1998,12/28/1997,189,5712,4,4
1/2/1998,12/27/1997,190,8564,4,3
1/2/1998,12/26/1997,192,1036,13,3
1/2/1998,12/26/1997,192,8534,10,2
1/2/1998,12/30/1997,194,7746,4,3
1/2/1998,12/31/1997,198,2175,4,5
1/2/1998,12/31/1997,198,545,13,3
1/2/1998,12/28/1997,199,2229,10,4
1/2/1998,12/30/1997,201,4202,4,4
1/2/1998,12/30/1997,201,1550,10,3
1/2/1998,12/30/1997,201,9253,5,1
1/2/1998,12/28/1997,203,8821,10,4
1/2/1998,12/28/1997,203,8504,13,3
1/2/1998,12/30/1997,205,3748,13,3
1/2/1998,12/29/1997,217,2646,4,2
1/2/1998,12/29/1997,222,5329,13,4
1/2/1998,12/31/1997,230,8504,13,4
1/2/1998,12/28/1997,233,6352,13,4
1/2/1998,12/31/1997,238,2327,13,3
1/2/1998,1/1/1998,239,2063,10,3
1/2/1998,12/26/1997,240,1836,10,3
1/2/1998,12/31/1997,245,8364,4,3
1/2/1998,12/30/1997,247,1726,4,4
1/2/1998,12/29/1997,248,5099,4,3
1/2/1998,12/29/1997,248,545,13,3
1/2/1998,12/29/1997,248,1836,10,2
1/2/1998,12/28/1997,249,9929,13,3
1/2/1998,12/30/1997,250,8752,10,4
1/2/1998,12/27/1997,252,8821,10,3
1/2/1998,1/1/1998,255,8405,4,4
1/2/1998,12/26/1997,257,5654,4,2
1/2/1998,12/26/1997,257,6973,5,1
1/2/1998,12/30/1997,263,1836,10,3
1/2/1998,12/30/1997,268,3419,10,2
1/2/1998,1/1/1998,269,5060,13,2
1/2/1998,12/27/1997,271,8367,13,3
1/2/1998,1/1/1998,275,2175,4,3
1/2/1998,12/30/1997,277,5605,10,3
1/2/1998,12/26/1997,279,2015,4,3
1/2/1998,12/28/1997,284,9253,5,1
1/2/1998,12/29/1997,285,545,13,4
1/2/1998,12/28/1997,291,6111,4,3
1/2/1998,12/29/1997,292,1036,13,3
1/2/1998,12/30/1997,293,2446,4,3
1/2/1998,12/28/1997,299,1271,13,3
1/2/1998,12/30/1997,302,8534,10,3
1/2/1998,1/1/1998,305,4571,4,2
1/2/1998,12/27/1997,306,6111,4,4
1/2/1998,12/30/1997,308,9316,10,2
1/2/1998,1/1/1998,310,6012,13,4
1/2/1998,1/1/1998,310,6352,13,3
1/2/1998,12/30/1997,311,3748,13,4
1/2/1998,1/1/1998,312,4405,13,4
1/2/1998,12/30/1997,313,1836,10,3
1/2/1998,12/27/1997,319,1036,13,3
1/2/1998,12/27/1997,319,1038,4,3
1/2/1998,12/30/1997,321,3748,13,4
1/2/1998,12/30/1997,321,2229,10,4
1/2/1998,12/30/1997,321,3186,4,4
1/2/1998,12/28/1997,322,8973,4,3
1/2/1998,12/28/1997,322,4250,10,2
1/2/1998,1/1/1998,324,3505,5,1
1/2/1998,12/29/1997,335,2697,10,3
1/2/1998,12/29/1997,336,1706,13,4
1/2/1998,12/31/1997,337,3186,4,4
1/2/1998,12/31/1997,337,5605,10,3
1/2/1998,12/26/1997,338,7614,10,3
1/2/1998,12/26/1997,338,8973,4,2
1/2/1998,12/28/1997,343,2063,10,3
1/2/1998,12/29/1997,350,1295,4,2
1/2/1998,12/30/1997,352,1125,4,2
1/2/1998,12/26/1997,355,8304,13,3
1/2/1998,12/26/1997,355,6240,4,3
1/2/1998,12/29/1997,360,3186,4,3
1/2/1998,12/27/1997,361,644,13,5
1/2/1998,12/31/1997,362,1125,4,3
1/2/1998,12/28/1997,363,3186,4,4
1/2/1998,12/28/1997,363,6982,13,3
1/2/1998,12/28/1997,363,5975,10,2
1/2/1998,12/29/1997,373,4261,13,3
1/2/1998,1/1/1998,375,8287,10,3
1/2/1998,12/29/1997,378,7182,13,2
1/2/1998,12/26/1997,382,3761,10,3
1/2/1998,12/26/1997,385,1706,13,4
1/2/1998,12/26/1997,385,8534,10,4
1/2/1998,12/30/1997,386,7269,13,4
1/2/1998,12/28/1997,388,8304,13,2
1/2/1998,12/31/1997,391,5734,13,4
1/2/1998,1/1/1998,394,5975,10,3
1/2/1998,12/27/1997,401,1550,10,3
1/2/1998,12/26/1997,402,5872,4,3
1/2/1998,12/27/1997,405,9191,10,3
1/2/1998,12/27/1997,405,8304,13,2
1/2/1998,12/30/1997,406,187,13,3
1/2/1998,1/1/1998,409,467,13,3
1/2/1998,1/1/1998,409,8973,4,3
1/2/1998,12/29/1997,415,5329,13,3
1/2/1998,12/29/1997,417,5975,10,3
1/2/1998,12/30/1997,420,9401,13,4
1/2/1998,1/1/1998,421,2482,13,4
1/2/1998,12/28/1997,423,5053,10,3
1/2/1998,12/29/1997,428,1726,4,3
1/2/1998,12/26/1997,430,8534,10,3
1/2/1998,12/26/1997,430,2086,13,2
1/2/1998,12/29/1997,434,2646,4,4
1/2/1998,12/26/1997,435,1499,13,4
1/2/1998,12/26/1997,435,1183,10,2
1/2/1998,12/30/1997,440,5053,10,4
1/2/1998,12/30/1997,443,5605,10,3
1/2/1998,12/30/1997,443,2227,5,1
1/2/1998,12/30/1997,447,6288,13,3
1/2/1998,12/26/1997,451,3505,5,1
1/2/1998,12/31/1997,454,5605,10,4
1/2/1998,12/31/1997,457,1726,4,4
1/2/1998,12/31/1997,457,4932,4,4
1/2/1998,12/31/1997,459,8973,4,3
1/2/1998,12/27/1997,463,8534,10,2
1/2/1998,12/28/1997,467,9747,13,3
1/2/1998,12/28/1997,472,5909,13,3
1/2/1998,12/31/1997,478,1726,4,3
1/2/1998,12/28/1997,482,7189,13,2
1/2/1998,12/26/1997,485,187,13,3
1/2/1998,12/26/1997,490,1836,10,3
1/2/1998,12/29/1997,495,6240,4,3
1/2/1998,12/31/1997,498,3762,10,4
1/2/1998,12/31/1997,499,7189,13,4
1/2/1998,12/28/1997,504,3186,4,3
1/2/1998,1/1/1998,507,5712,4,4
1/2/1998,1/1/1998,507,5318,10,3
1/2/1998,12/31/1997,509,4571,4,4
1/2/1998,12/27/1997,518,5605,10,2
1/2/1998,12/29/1997,520,5053,10,3
1/2/1998,12/30/1997,521,3762,10,4
1/2/1998,12/28/1997,523,1726,4,2
1/2/1998,12/30/1997,524,3419,10,3
1/2/1998,12/31/1997,526,2446,4,4
1/2/1998,12/31/1997,530,5124,4,3
1/2/1998,12/30/1997,534,5605,10,4
1/2/1998,12/30/1997,534,6111,4,3
1/2/1998,12/31/1997,536,9401,13,3
1/2/1998,12/30/1997,539,3761,10,4
1/2/1998,12/28/1997,541,187,13,3
1/2/1998,12/29/1997,546,8534,10,3
1/2/1998,12/31/1997,547,6288,13,3
1/2/1998,12/26/1997,549,5672,4,3
1/2/1998,12/26/1997,549,1271,13,2
1/2/1998,12/27/1997,550,9149,4,2
1/2/1998,12/27/1997,554,3748,13,5
1/2/1998,12/31/1997,555,5672,4,2
1/2/1998,1/1/1998,557,2856,13,4
1/2/1998,12/29/1997,558,5070,13,3
1/2/1998,12/29/1997,558,3761,10,2
1/2/1998,12/30/1997,563,7446,13,3
1/2/1998,1/1/1998,564,2175,4,5
1/2/1998,12/29/1997,571,3721,5,1
1/2/1998,1/1/1998,573,2086,13,4
1/2/1998,1/1/1998,573,5975,10,4
1/2/1998,12/28/1997,578,1726,4,3
1/2/1998,12/26/1997,579,9149,4,4
1/2/1998,12/31/1997,582,3025,4,2
1/2/1998,12/29/1997,584,2697,10,4
1/2/1998,12/27/1997,590,1836,10,3
1/2/1998,12/28/1997,594,4536,13,4
1/2/1998,12/26/1997,595,5070,13,4
1/2/1998,12/29/1997,599,6352,13,4
1/2/1998,1/1/1998,602,2015,4,3
1/2/1998,12/30/1997,605,5712,4,2
1/2/1998,12/29/1997,606,1836,10,3
1/2/1998,12/29/1997,606,5124,4,2
1/2/1998,12/29/1997,614,9495,13,2
1/2/1998,12/30/1997,618,9863,13,2
1/2/1998,12/28/1997,621,2229,10,4
1/2/1998,12/31/1997,623,9747,13,3
1/2/1998,12/30/1997,626,1125,4,2
1/2/1998,12/27/1997,635,9491,13,4
1/2/1998,12/28/1997,641,4807,4,3
1/2/1998,12/30/1997,642,8310,13,3
1/2/1998,12/26/1997,644,8405,4,2
1/2/1998,12/31/1997,645,1499,13,3
1/2/1998,12/27/1997,646,6240,4,4
1/2/1998,12/28/1997,652,6240,4,3
1/2/1998,12/28/1997,652,1499,13,3
1/2/1998,12/29/1997,654,2229,10,4
1/2/1998,12/29/1997,654,4536,13,4
1/2/1998,12/29/1997,654,9197,10,3
1/2/1998,12/29/1997,654,5124,4,3
1/2/1998,12/28/1997,657,304,13,3
1/2/1998,12/28/1997,662,1706,13,4
1/2/1998,12/30/1997,663,1726,4,3
1/2/1998,12/30/1997,663,5172,10,3
1/2/1998,12/26/1997,665,2063,10,3
1/2/1998,12/31/1997,672,4250,10,3
1/2/1998,12/29/1997,673,5654,4,4
1/2/1998,1/1/1998,676,187,13,2
1/2/1998,12/28/1997,677,5975,10,4
1/2/1998,12/27/1997,678,8467,13,3
1/2/1998,12/26/1997,679,1706,13,4
1/2/1998,12/28/1997,680,304,13,4
1/2/1998,12/27/1997,681,1494,5,2
1/2/1998,12/29/1997,684,4423,13,3
1/2/1998,12/30/1997,686,6012,13,4
1/2/1998,12/28/1997,687,5605,10,5
1/2/1998,1/1/1998,688,8405,4,4
1/2/1998,12/31/1997,697,1550,10,4
1/2/1998,12/31/1997,697,497,4,3
1/2/1998,12/28/1997,700,9149,4,3
1/2/1998,12/30/1997,702,5872,4,4
1/2/1998,12/30/1997,707,3505,5,2
1/2/1998,12/28/1997,708,3721,5,1
1/2/1998,12/29/1997,710,7176,10,5
1/2/1998,12/26/1997,716,7176,10,4
1/2/1998,1/1/1998,723,2175,4,5
1/2/1998,12/31/1997,725,4571,4,4
1/2/1998,12/28/1997,726,8752,10,2
1/2/1998,12/28/1997,727,1295,4,4
1/2/1998,12/30/1997,728,4423,13,2
1/2/1998,12/29/1997,735,1836,10,3
1/2/1998,12/29/1997,737,2229,10,2
1/2/1998,1/1/1998,738,5329,13,3
1/2/1998,1/1/1998,738,6240,4,2
1/2/1998,12/27/1997,740,9895,4,5
1/2/1998,1/1/1998,748,6240,4,3
1/2/1998,12/26/1997,751,5872,4,4
1/2/1998,12/26/1997,751,545,13,4
1/2/1998,12/26/1997,751,6240,4,3
1/2/1998,12/26/1997,751,5654,4,2
1/2/1998,12/27/1997,754,4571,4,3
1/2/1998,1/1/1998,755,5872,4,4
1/2/1998,1/1/1998,755,7182,13,3
1/2/1998,12/27/1997,757,545,13,2
1/2/1998,12/29/1997,760,3950,13,3
1/2/1998,12/29/1997,762,7269,13,5
1/2/1998,12/29/1997,762,7328,4,4
1/2/1998,12/28/1997,767,6111,4,4
1/2/1998,12/29/1997,768,2015,4,2
1/2/1998,1/1/1998,769,9401,13,3
1/2/1998,12/30/1997,776,4261,13,4
1/2/1998,12/26/1997,782,1125,4,2
1/2/1998,12/29/1997,784,4807,4,3
1/2/1998,12/27/1997,788,4405,13,2
1/2/1998,12/26/1997,791,1494,5,1
1/2/1998,12/26/1997,801,1706,13,2
1/2/1998,12/30/1997,802,8534,10,3
1/2/1998,12/26/1997,804,8310,13,4
1/2/1998,12/27/1997,807,4202,4,2
1/2/1998,12/30/1997,815,4932,4,2
1/2/1998,12/31/1997,820,3186,4,4
1/2/1998,12/28/1997,822,6982,13,4
1/2/1998,12/29/1997,823,3505,5,1
1/2/1998,12/30/1997,824,5734,13,4
1/2/1998,12/31/1997,832,2063,10,2
1/2/1998,12/28/1997,833,1295,4,3
1/2/1998,12/30/1997,837,1836,10,3
1/2/1998,12/30/1997,837,5124,4,3
1/2/1998,12/30/1997,837,1295,4,3
1/2/1998,12/29/1997,839,5060,13,3
1/2/1998,12/31/1997,840,9863,13,3
1/2/1998,12/27/1997,842,2063,10,2
1/2/1998,1/1/1998,843,4536,13,4
1/2/1998,12/29/1997,844,5712,4,3
1/2/1998,12/27/1997,851,5872,4,3
1/2/1998,12/27/1997,860,6992,4,2
1/2/1998,12/31/1997,861,7182,13,3
1/2/1998,12/30/1997,865,9929,13,4
1/2/1998,12/30/1997,865,7182,13,2
1/2/1998,12/26/1997,868,7269,13,4
1/2/1998,12/28/1997,872,7269,13,3
1/2/1998,12/26/1997,873,8564,4,3
1/2/1998,12/26/1997,873,3419,10,3
1/2/1998,12/28/1997,878,1125,4,3
1/2/1998,12/31/1997,879,2175,4,5
1/2/1998,12/31/1997,879,1836,10,3
1/2/1998,12/27/1997,885,8534,10,4
1/2/1998,12/27/1997,887,8364,4,5
1/2/1998,12/26/1997,888,3761,10,2
1/2/1998,12/26/1997,898,8405,4,2
1/2/1998,12/28/1997,904,8405,4,4
1/2/1998,12/28/1997,904,5329,13,3
1/2/1998,12/26/1997,906,2086,13,3
1/2/1998,12/27/1997,907,545,13,3
1/2/1998,12/28/1997,909,5053,10,3
1/2/1998,12/27/1997,912,6982,13,3
1/2/1998,12/29/1997,914,7614,10,3
1/2/1998,12/28/1997,931,767,4,3
1/2/1998,12/26/1997,932,7110,4,3
1/2/1998,12/26/1997,937,4932,4,4
1/2/1998,12/26/1997,937,3186,4,3
1/2/1998,1/1/1998,942,7110,4,4
1/2/1998,12/29/1997,944,9895,4,4
1/2/1998,12/29/1997,944,4932,4,3
1/2/1998,12/27/1997,945,1499,13,3
1/2/1998,12/27/1997,951,9316,10,4
1/2/1998,12/27/1997,951,1706,13,3
1/2/1998,12/29/1997,957,5654,4,3
1/2/1998,12/30/1997,958,1836,10,3
1/2/1998,12/30/1997,973,1726,4,2
1/2/1998,12/30/1997,973,6973,5,1
1/2/1998,12/27/1997,974,7614,10,4
1/2/1998,12/27/1997,981,3762,10,5
1/2/1998,12/27/1997,982,1125,4,3
1/2/1998,12/30/1997,984,3761,10,4
1/2/1998,12/30/1997,984,5053,10,3
1/2/1998,12/29/1997,987,7946,4,4
1/2/1998,12/31/1997,989,1836,10,2
1/2/1998,12/30/1997,990,6111,4,5
1/2/1998,12/31/1997,992,4261,13,4
1/2/1998,12/31/1997,1000,5124,4,3
1/2/1998,12/26/1997,1010,4410,13,3
1/2/1998,12/26/1997,1010,6973,5,1
1/2/1998,12/26/1997,1011,4423,13,3
1/2/1998,12/29/1997,1015,187,13,2
1/2/1998,12/27/1997,1016,2856,13,2
1/2/1998,1/1/1998,1024,8973,4,3
1/2/1998,12/26/1997,1031,5909,13,3
1/2/1998,12/27/1997,1034,5734,13,4
1/2/1998,1/1/1998,1036,2446,4,4
1/2/1998,1/1/1998,1036,5124,4,3
1/2/1998,12/28/1997,1037,3950,13,3
